,address,at_street,description,latitude,location_type,longitude,municipality,name,on_street,platform_code,platform_name,vehicle_type,wheelchair_boarding
node-502-landing,,,"State - Top of escalator from Orange Line to State St, Devonshire St",,3,,Boston,State,,,,,1
8198,,,,42.333442,0,-71.207877,Newton,791 Walnut St,Walnut Street,,,3.0,1
Boat-Rowes,"60 Rowes Wharf, Boston, MA 02110",,Rowes Wharf - Gate C,42.355721,0,-71.049897,Boston,Rowes Wharf,,C,Gate C,4.0,1
node-rbmnl-oceanstair,,,Revere Beach - Top of stairs for Ocean Street,42.407819,3,-70.992395,Revere,Revere Beach,,,,,1
5728,,Essex Street,,42.389527,0,-71.037719,Chelsea,Pearl St opp Essex St,Pearl Street,,,3.0,1
node-dwnxg-frnkfare-unpaid,,,Downtown Crossing - Unpaid side of fare gates,,3,,Boston,Downtown Crossing,,,,,1
node-spmnl-nashuastairs-top,,,Science Park/West End - Top of Nashua entrance stairs,42.366853,3,-71.067793,Boston,Science Park/West End,,,,,1
61187,,Williams Street,,42.306393,0,-71.107657,Boston,Washington St @ Williams St,Washington Street,,,3.0,1
2149,,Spinelli Place,,42.390463,0,-71.15413,Cambridge,Concord Ave @ Spinelli Pl,Concord Avenue,,,3.0,1
node-396-landing,,,Aquarium - Landing for escalator from lobby to State Street,,3,,Boston,Aquarium,,,,,1
node-987-lobby,,,Porter - Lobby level of elevator to Red Line platforms,42.388489,3,-71.119066,Cambridge,Porter,,,,,1
ER-0042-02,,,Chelsea - Commuter Rail - Track 2 (Boston),42.397336,0,-71.042409,Chelsea,Chelsea,,2,Track 2 (Boston),2.0,1
82134,,Saint Mary Street,,42.310029,0,-71.231303,Needham,Central Ave @ Saint Mary St,Central Avenue,,,3.0,0
54618,,Lenox Street,,42.181626,0,-71.203256,Norwood,Washington St @ Lenox St,Washington Street,,,3.0,1
109872,,Summit Avenue,,42.384712,0,-70.977889,Winthrop,Revere St @ Summit Ave,Revere Street,,,3.0,1
node-crtst-northentstair-entrance,,,Courthouse - Top of stairs between Fan Pier Boulevard and lobby,,3,,Boston,Courthouse,,,,,1
1836,,,,42.296546,0,-71.157873,Boston,Independence Dr @ Maranville St,Independence Drive,,,3.0,1
163,,B Street,,42.34072,0,-71.053732,Boston,W Broadway @ B St,West Broadway,,,3.0,1
NB-0109-B1,,,Hersey - Commuter Rail Boston Shuttle,42.275926,0,-71.215243,Needham,Hersey,,,Boston Shuttle,3.0,1
WML-0199-02,,,West Natick - Commuter Rail - Track 2,42.283064,0,-71.391797,Natick,West Natick,,2,Track 2,2.0,1
place-fenwd,"Huntington Ave and Fenwood Rd, Boston, MA",,,42.333706,1,-71.105728,Boston,Fenwood Road,,,,,2
9233,,Franklin Street,,42.466597,0,-71.061381,Melrose,Main St @ Green St,Main Street,,,3.0,1
node-415-lobby,,,Courthouse - Top of escalator from outbound platform to lobby,,3,,Boston,Courthouse,,,,,1
86936,,Prospect Hill Road,,42.376266,0,-71.25265,Waltham,Main St opp Prospect Hill Rd,Main Street,,,3.0,1
11244,,,,42.326102,0,-71.062666,Boston,South Bay Mall @ Allstate Rd,,,,3.0,1
8962,,Pine Avenue,,42.239096,0,-71.138246,Boston,W Milton St @ Pine Ave,West Milton Street,,,3.0,1
249,,Silver Street,,42.340515,0,-71.054339,Boston,B St @ Silver St,B Street,,,3.0,1
135,,Pond Street,,42.319947,0,-71.059926,Boston,Columbia Rd @ Pond St,Columbia Road,,,3.0,1
node-769-bottom,,,Ball Square - Bottom of Broadway Elevator 769,42.399775,3,-71.110929,Medford,Ball Square,,,,,1
node-andrw-dotstairs-lobby,,,Andrew - Bottom of Dorchester Ave entrance stairs,,3,,Boston,Andrew,,,,,1
23404,,,,42.246293,0,-71.016454,Quincy,150 Quarry St,Quarry Street,,,3.0,1
8175,,Morse Street,,42.362456,0,-71.192276,Watertown,Watertown St @ Morse St,Watertown Street,,,3.0,1
node-958-lobby,,,Fields Corner - Bottom of elevator for Ashmont platform,42.299982,3,-71.061671,Boston,Fields Corner,,,,,1
node-kencl-ebstair-lobby,,,Kenmore - Top of Park Street & North stairs,,3,,Boston,Kenmore,,,,,1
node-pktrm-cpwbstairs-rl,,,Park Street - Bottom of stairs between Red Line center platform and Copley & West platform,,3,,Boston,Park Street,,,,,1
67618,,Montague Road,,42.238726,0,-71.180957,Dedham,Washington St @ Montague Rd,Washington Street,,,3.0,1
DB-2258,,,Uphams Corner - Commuter Rail,42.319125,0,-71.068627,Boston,Uphams Corner,,,Commuter Rail,2.0,1
5509,,Bartlett Street,,42.400396,0,-71.061599,Everett,Broadway St @ Bartlett St,Broadway,,,3.0,1
16358,,Walter Street,,42.257509,0,-71.119479,Boston,River St @ Walter St,River Street,,,3.0,1
node-kencl-fvmramp-landing,,,Kenmore - Top of ramp between lobby and fare vending machines,,3,,Boston,Kenmore,,,,,1
50,,Old Colony Avenue,,42.331696,0,-71.053061,Boston,Dorchester St @ Old Colony Ave,Dorchester Street,,,3.0,1
9070110,,South Street,South Street - Green Line Park Street & North Shuttle - Commonwealth Ave opp South St,42.339477,0,-71.157805,Boston,South Street - Commonwealth Ave opp South St,Commonwealth Avenue,,Park Street & North Shuttle,3.0,1
4874,,,,42.481532,0,-70.902881,Swampscott,Paradise Rd @ Swampscott Mall,Paradise Road,,,3.0,1
WML-0035-B0,,Arthur Street,Boston Landing - Commuter Rail Outbound Shuttle - Guest St @ Arthur St,42.35658,0,-71.14208,Boston,Boston Landing - Guest St @ Arthur St,Guest Street,,Outbound Shuttle,3.0,1
4911,,Greenwood Avenue,,42.467767,0,-70.910532,Swampscott,Humphrey St @ Greenwood Ave,Humphrey Street,,,3.0,1
4275,,Union Street,,42.162735,0,-71.041184,Randolph,North St @ Union St,North Street,,,3.0,1
2413,,,,42.415566,0,-71.127804,Medford,196 Boston Ave opp Stoughton St,Boston Avenue,,,3.0,1
6110,,Willow Avenue,,42.50974,0,-70.891651,Salem,Lafayette St @ Laurel St,Lafayette Street,,,3.0,1
3412,,Smith Street,,42.242378,0,-71.015376,Quincy,Copeland St @ Granite St,Copeland Street,,,3.0,1
8515,,Newtonville Avenue,,42.35141,0,-71.185986,Newton,Centre St @ Newtonville Ave,Centre Street,,,3.0,1
46467,,Reservation Road,,42.244466,0,-71.129544,Boston,1600 Hyde Park Ave,Hyde Park Avenue,,,3.0,1
9070228,,,Fairbanks Street - Green Line Park Street & North Shuttle,42.33944,0,-71.130957,Brookline,Fairbanks Street,,,Park Street & North Shuttle,3.0,1
4706,,,,42.45109,0,-70.963033,Lynn,715 Lynnway,Lynnway,,,3.0,1
2847,,Bunker Hill Street,,42.380878,0,-71.066635,Boston,Bunker Hill St @ Clarken Ct,Bunker Hill Court,,,3.0,1
3379,,Milton Street,,42.280395,0,-71.054799,Boston,Granite Ave @ Milton St,Granite Avenue,,,3.0,1
NEC-2139-01,,,Canton Junction - Commuter Rail - Track 1,42.162024,0,-71.153828,Canton,Canton Junction,,1,Track 1,2.0,1
node-state-olnbplatformstairssec-sbplatform,,,"State - Top of stairs between Oak Grove platform and Wonderland platform, Forest Hills passageway",,3,,Boston,State,,,,,1
1052,,,,42.363526,0,-71.125043,Boston,130 Western Ave,Western Avenue,,,3.0,1
31839,,,,42.297909,0,-71.168753,Boston,Corey St opp Mount Benedict Cemetery,Corey Street,,,3.0,1
1523,,Francis Street,,42.336893,0,-71.109515,Boston,Brookline Ave @ Francis St,Brookline Avenue,,,3.0,1
NHRML-0073-01,,,Wedgemere - Commuter Rail - Track 1 (Outbound),42.444948,0,-71.140169,Winchester,Wedgemere,,1,Track 1 (Outbound),2.0,1
29012,,,Sullivan Square - Lower Berth 12,42.384163,0,-71.076087,Boston,Sullivan Square,Busway,,Lower Berth 12,3.0,1
9070043,,State Street,Aquarium - Blue Line Shuttle - Surface Rd @ State St,42.359756,0,-71.052605,Boston,Aquarium - Surface Rd @ State St,Surface Road,,Blue Line Shuttle,3.0,1
5612,,Broadway,,42.388994,0,-71.040606,Chelsea,Park St @ Williams St,Park Street,,,3.0,1
4246,,Martin Terrace,,42.15526,0,-71.044634,Randolph,S Main St opp Martin Terr,South Main Street,,,3.0,1
1485,,Langdon Street,,42.323849,0,-71.073929,Boston,Dudley St @ Langdon St,Dudley Street,,,3.0,1
door-rugg-forsyth,,,"Ruggles - Northeastern, Forsyth St",42.33701,2,-71.089421,Boston,"Ruggles - Northeastern, Forsyth St",,,,,1
1092,,Sutherland Road,,42.336386,0,-71.151428,Boston,Chestnut Hill Ave @ Beacon St,Chestnut Hill Avenue,,,3.0,0
46267,,Salem Street,,42.437771,0,-71.025179,Malden,Kennedy Dr @ Salem St,Kennedy Drive,,,3.0,1
node-309-platform,,,Wellington - Bottom of escalator from platform for all trains to lobby,42.402059,3,-71.077195,Medford,Wellington,,,,,1
2714,,Mount Vernon Street,,42.386049,0,-71.078666,Somerville,Broadway @ Mt Vernon St,Broadway,,,3.0,1
6575,,Huntington Avenue,,42.33187,0,-71.111965,Boston,S Huntington Ave @ Huntington Ave,South Huntington Avenue,,,3.0,1
5987,,,,42.443723,0,-71.072172,Melrose,Pleasant St @ Washington St,Pleasant Street,,,3.0,1
3172,,Amesbury Street,,42.269927,0,-71.034167,Quincy,W Squantum St @ Montclair Ave,West Squantum Street,,,3.0,1
FR-0064-01,,,Belmont - Commuter Rail - Track 1 (Outbound),42.395896,0,-71.17619,Belmont,Belmont,,1,Track 1 (Outbound),2.0,2
4577,,,,42.523353,0,-70.957076,Peabody,Centennial Dr opp Marriott Dr,Centennial Drive,,,3.0,1
9074,,Greenwood Street,,42.468688,0,-71.069631,Melrose,Franklin St opp Greenwood St,Franklin Street,,,3.0,1
door-rbmnl-beach,,,Revere Beach - Beach St,42.408455,2,-70.99255,Revere,Revere Beach - Beach St,,,,,2
5444,,Tremont Street,,42.42839,0,-71.063364,Malden,Salem St @ Tremont St,Salem Street,,,3.0,1
2922,,Blue Hill Avenue,,42.301806,0,-71.086667,Boston,Glen Ln @ Blue Hill Ave - Franklin Park Zoo,Franklin Park Service Road,,,3.0,1
121010,,,,42.218345,0,-71.11952,Milton,Opp 1904 Canton Ave @ Trailside Museum,Canton Avenue,,,3.0,2
4777,,Humphrey Street,,42.476191,0,-70.892579,Swampscott,Salem St @ Humphrey St,Salem Street,,,3.0,2
